,FoodName,GI,Serve,CarbPerServe,GL,URL
1741,"SoLo GI Peanut Power Nutrition bar (New Era Nutrition Inc, Alberta, Canada)",27,50,20,5,foodSearch.php?num=1817&ak=detail
1742,"SoLo GI Berry Bliss Snack bar (New Era Nutrition Inc, Alberta, Canada)",29,25,11,3,foodSearch.php?num=1818&ak=detail
1743,"SoLo GI Chocolate Charger Snack bar (New Era Nutrition Inc, Alberta, Canada)",28,25,10,3,foodSearch.php?num=1819&ak=detail
1744,"SoLo GI Lemon Lift Snack bar (New Era Nutrition Inc, Alberta, Canada) ",29,25,11,3,foodSearch.php?num=1820&ak=detail
1745,"SoLo GI Mint Mania Snack bar (New Era Nutrition Inc, Alberta, Canada)",23,25,10,2,foodSearch.php?num=1821&ak=detail
1746,"SoLo GI Peanut Power Snack bar (New Era Nutrition Inc, Alberta, Canada)",27,25,10,3,foodSearch.php?num=1822&ak=detail
1747,"VO2 Max Chocolate Energy bar (M&M/Mars, USA)",49,65,45,22,foodSearch.php?num=1823&ak=detail
1748,"ZonePerfect Nutrition bar, Double Chocolate flavor (Abbott Laboratories, Abbott Park, USA)",44,50,19,8,foodSearch.php?num=1824&ak=detail
1749,"Barley Vegetable Instant soup, low-fat, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",41,250,28,11,foodSearch.php?num=1825&ak=detail
1750,Chicken and mushroom soup ,46,250,18,8,foodSearch.php?num=1826&ak=detail
1751,Chicken and mushroom soup ,69,250,19,13,foodSearch.php?num=1827&ak=detail
1752,"Chicken & Vegetable soup with wholegrain pasta, Country Ladle® (Campbell's Soups, Homebush, NSW, Australia)",43,250,11,5,foodSearch.php?num=1828&ak=detail
1753,"Garden vegetable soup with peppers and croutons,  SlimFast® (SlimFast Foods Ltd, Slough, Berks, UK)",20,250,27,5,foodSearch.php?num=1829&ak=detail
1754,"Indian Lentil Instant soup, low-fat,  President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",62,250,20,12,foodSearch.php?num=1830&ak=detail
1755,"Lentil, ready-to-serve soup, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",57,250,19,11,foodSearch.php?num=1831&ak=detail
1756,"Minestrone soup, condensed, prepared with water (Campbell's Soup Company, Camden, NJ, USA)",48,250,38,18,foodSearch.php?num=1832&ak=detail
1757,"Minestrone soup, Traditional, Country Ladle® (Campbell's Soups, Australia)",39,250,18,7,foodSearch.php?num=1833&ak=detail
1758,"Minestrone & Pasta Instant soup, low-fat, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",54,250,41,22,foodSearch.php?num=1834&ak=detail
1759,"Mushroom Barley soup, ready-to-serve, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",45,250,8,3,foodSearch.php?num=1835&ak=detail
1760,"Pasta & Fagioli soup, ready-to-serve, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",52,250,19,10,foodSearch.php?num=1836&ak=detail
1761,"Spicy Black Bean Instant soup, low-fat, President'sChoice® Blue Menu™ (Loblaw Brands Limited, Canada)",57,250,31,18,foodSearch.php?num=1837&ak=detail
1762,"Spicy Black Bean with Vegetables soup, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",46,250,27,12,foodSearch.php?num=1838&ak=detail
1763,"Spicy Thai Instant soup, low-fat, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",56,250,31,17,foodSearch.php?num=1839&ak=detail
1764,"Tomato soup, condensed, prepared with water (Campbell's Soup Company, Camden, NJ, USA)",52,250,28,15,foodSearch.php?num=1840&ak=detail
1765,"Tomato & Herb soup, President's Choice® Blue Menu™ Soupreme (Loblaw Brands Limited, Canada) ",47,250,14,7,foodSearch.php?num=1841&ak=detail
1766,Vegetable soup ,60,250,18,11,foodSearch.php?num=1842&ak=detail
1767,"Vegetable Couscous Instant soup, low-fat, President'sChoice® Blue Menu™ (Loblaw Brands Limited, Canada)",57,250,33,19,foodSearch.php?num=1843&ak=detail
1768,"Vegetarian Chili Instant soup, low-fat, President's  Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",36,250,29,10,foodSearch.php?num=1844&ak=detail
1769,"Winter Squash soup, President's Choice® Blue Menu™  Soupreme (Loblaw Brands Limited, Canada)",41,250,13,5,foodSearch.php?num=1845&ak=detail
1770,"Organic Agave Cactus Nectar, light, 90% fructose (Western Commerce Corp., City of Industry, CA, USA)",11,10,8,1,foodSearch.php?num=1846&ak=detail
1771,"Organic Agave Cactus Nectar, light, 97% fructose (Western Commerce Corp., USA)",10,10,8,1,foodSearch.php?num=1847&ak=detail
1772,"Premium Agave nectar (Sweet Cactus Farms, USA)",19,10,8,2,foodSearch.php?num=1848&ak=detail
1773,Golden Syrup ,63,25,21,13,foodSearch.php?num=1849&ak=detail
1774,"Lactose, 50 g portion ",46,10,10,5,foodSearch.php?num=1850&ak=detail
1775,"Lactose, 25 g portion (BDH, Poole, UK)",48,10,10,5,foodSearch.php?num=1851&ak=detail
1776,"Maltose, 50 g portion ",105,10,10,11,foodSearch.php?num=1852&ak=detail
1777,"Maltose, 50 g portion ",105,10,10,11,foodSearch.php?num=1853&ak=detail
1778,"Maple flavored syrup (Cottee's Foods, Australia)",68,25,22,15,foodSearch.php?num=1854&ak=detail
1779,"Maple syrup, pure Canadian (Queen Foods,  Australia)",54,25,18,10,foodSearch.php?num=1855&ak=detail
1780,"Broad beans, frozen, reheated in microwave (Logan Farm Pty Ltd,  Australia)",63,80,5,3,foodSearch.php?num=1856&ak=detail
1781,"Pea, frozen, boiled ",51,80,7,4,foodSearch.php?num=1857&ak=detail
1782,"Pea, green (Pisum Sativum) ",54,80,7,4,foodSearch.php?num=1858&ak=detail
1783,"Cassava (Manihot esculenta), peeled, boiled 30 min,  frozen, thawed and reheated for 1 min",94,120,38,36,foodSearch.php?num=1859&ak=detail
1784,"Parsnips, peeled, boiled ",52,80,8,4,foodSearch.php?num=1860&ak=detail
1785,"New, canned potatoes, heated in microwave 3 min (Mint Tiny Taters™, Edgell's™ brand, Cheltenham, Australia) ",65,150,18,12,foodSearch.php?num=1861&ak=detail
1786,"French fries (Ica Handlarna, Solna, Sweden),  baked at 250oC for 9 min",54,150,29,16,foodSearch.php?num=1862&ak=detail
1787,"French fries, baked 15 min (OreIda Golden Fries, H.J. Heinz Co, Pittsburgh, PA, USA)",64,150,32,21,foodSearch.php?num=1863&ak=detail
1788,"Irish potato (Solanum tuberosum), peeled, fried in vegetable oil ",70,150,30,21,foodSearch.php?num=1864&ak=detail
1789,"Instant Mashed potato (Idahoan Foods, Lewisville, ID, USA)",79,150,20,16,foodSearch.php?num=1865&ak=detail
1790,Instant Mashed potato,80,150,20,16,foodSearch.php?num=1866&ak=detail
1791,"Instant Mashed potato (Edgell's Potato Whip, Edgell's, Australia) ",86,150,20,17,foodSearch.php?num=1867&ak=detail
1792,"Instant Mashed potato (Idahoan Foods, Lewisville, ID, USA), prepared with water",92,150,20,18,foodSearch.php?num=1868&ak=detail
1793,"Instant Mashed potato (Idahoan Foods, Lewisville, ID, USA)",97,150,20,19,foodSearch.php?num=1869&ak=detail
1794,"Mashed potato, instant (Farmland, Australia) consumed with 30 g Sunola oil (80% MUFA oil) ",71,150,24,17,foodSearch.php?num=1870&ak=detail
1795,"Mashed potato, instant (Farmland, Australia) consumed with 36.5 g butter (69% saturated fat)  ",74,150,24,18,foodSearch.php?num=1871&ak=detail
1796,"Mashed potato, instant (Farmland, Australia) consumed with 30 g sunflower oil (64% PUFA oil)",68,150,24,17,foodSearch.php?num=1872&ak=detail
1797,"Mashed potato, type not specified",71,150,20,14,foodSearch.php?num=1873&ak=detail
1798,"Mashed potato, type not specified",73,150,20,15,foodSearch.php?num=1874&ak=detail
1799,"Desiree potato, mashed, with 10 g margarine",102,150,26,26,foodSearch.php?num=1875&ak=detail
1800,"Pontiac potato, peeled, cubed, boiled 15 min, mashed",91,150,20,18,foodSearch.php?num=1876&ak=detail
1801,"Estima potato, microwaved 6 min then baked 10 min ",93,150,26,24,foodSearch.php?num=1877&ak=detail
1802,"Pontiac potato, peeled and microwave on high for 6-7.5 min ",79,150,18,14,foodSearch.php?num=1878&ak=detail
1803,"Prince Edward Island white potato, cooked in microwave for 18 min ",73,150,20,15,foodSearch.php?num=1879&ak=detail
1804,"Russet Burbank potato, unpeeled, cooked in microwave for 18 min ",77,150,25,19,foodSearch.php?num=1880&ak=detail
1805,New Potato,70,150,21,12,foodSearch.php?num=1881&ak=detail
1806,"New potato, unpeeled and boiled 20 min ",78,150,21,16,foodSearch.php?num=1882&ak=detail
1807,"New potato, boiled, consumed with 10 g margarine",80,150,23,18,foodSearch.php?num=1883&ak=detail
1808,"Potato, type not specified, steamed ",62,150,19,12,foodSearch.php?num=1884&ak=detail
1809,"Potato (Solanum Tuberosum), peeled, steamed 1 h ",65,150,27,18,foodSearch.php?num=1885&ak=detail
1810,"California white potatoes, cubed, roasted in soybean oil ",72,150,20,14,foodSearch.php?num=1886&ak=detail
1811,"Sava potato, peeled, boiled 21-30 min, refrigerated 24 h,  consumed cold ",88,150,20,18,foodSearch.php?num=1887&ak=detail
1812,"Sava potato, peeled, boiled 21-30 min, refrigerated 24 h, consumed cold with white vinegar (28 g) and olive oil (8 g) ",67,150,20,13,foodSearch.php?num=1888&ak=detail
1813,"Potato, type not specified, boiled in salted water, refrigerated, reheated ",23,150,34,8,foodSearch.php?num=1889&ak=detail
1814,"Potato, red, cubed, boiled in salted water 12 min, stored overnight in refrigerator, consumed cold ",56,150,21,12,foodSearch.php?num=1890&ak=detail
1815,"Sweet potato (Ipomoea batatas), boiled",44,150,25,11,foodSearch.php?num=1891&ak=detail
1816,"Sweet potato (Ipomoea batatas), peeled, cubed,  boiled 30 min ",46,150,32,15,foodSearch.php?num=1892&ak=detail
1817,"Sweet potato, orange flesh, peeled, cut into pieces, boiled for 8 min",61,150,18,11,foodSearch.php?num=1893&ak=detail
1818,"Sweet potato, kumara ",77,150,25,19,foodSearch.php?num=1894&ak=detail
1819,"Sweet potato (Ipomoea batatas), peeled, baked 45 min ",94,150,45,42,foodSearch.php?num=1895&ak=detail
1820,"Sweet potato (Ipomoea batatas), peeled, fried in vegetable oil  ",76,150,45,34,foodSearch.php?num=1896&ak=detail
1821,"Sweet potato (Ipomoea batatas), peeled, roasted on preheated charcoal ",82,150,45,37,foodSearch.php?num=1897&ak=detail
1822,"Sweet potato, orange",77,150,21,16,foodSearch.php?num=1898&ak=detail
1823,"Sweet potato, purple skin white flesh, peeled, cut into pieces, boiled for 8 min",75,150,29,22,foodSearch.php?num=1899&ak=detail
1824,"Tapioca (Manihot Utilissima), steamed 1 h",70,250,18,12,foodSearch.php?num=1900&ak=detail
1825,Taro,48,150,8,4,foodSearch.php?num=1901&ak=detail
1826,"Taro (Colocasia esculenta) peeled, boiled ",54,150,8,4,foodSearch.php?num=1902&ak=detail
1827,"Taro, peeled, boiled ",56,150,8,4,foodSearch.php?num=1903&ak=detail
1828,Brown beans ,24,50,25,6,foodSearch.php?num=1904&ak=detail
1829,FooFoo corn (Zea mays) and ndole (vegetable soup),34,0,0,0,foodSearch.php?num=1905&ak=detail
1830,"Ga kenkey, prepared from fermented cornmeal (Zea mays) eaten with fish, tomato and onion sauce ",12,150,13,7,foodSearch.php?num=1906&ak=detail
1831,"Gari, roasted cassava dough (Manihot utilissima) eaten with fish, tomato and onion sauce ",56,100,27,15,foodSearch.php?num=1907&ak=detail
1832,"Gram dhal soaked overnight, cooked in salted water ",5,50,29,1,foodSearch.php?num=1908&ak=detail
1833,Kidney bean (Phaseolus vulgaris) stew and plantain (Musa paradisiaca) ,48,0,0,0,foodSearch.php?num=1909&ak=detail
1834,Koki beans (Phaseolus vulgaris) and cassava (Manihot esculenta),52,0,0,0,foodSearch.php?num=1910&ak=detail
1835,"Maize meal porridge, unrefined, maize-meal:water = 1:3 ",71,50,36,25,foodSearch.php?num=1911&ak=detail
1836,"Maize meal porridge, refined, maize-meal:water = 1:3",74,50,40,30,foodSearch.php?num=1912&ak=detail
1837,"M'fino/Morogo, wild greens",68,120,50,34,foodSearch.php?num=1913&ak=detail
1838,Rice (Oriza sativa) and tomato soup ,46,0,0,0,foodSearch.php?num=1914&ak=detail
1839,"Unripe plantain (Musa paradisiaca) eaten with fish,tomato and onion sauce ",40,120,34,13,foodSearch.php?num=1915&ak=detail
1840,"White rice (Oryza sativa), boiled, eaten with fish,tomato and onion sauce ",34,150,42,14,foodSearch.php?num=1916&ak=detail
1841,"Yam (Dyscoria species) eaten with fish, tomato and onion sauce",66,150,36,24,foodSearch.php?num=1917&ak=detail
1842,Yam (Dioscorea species) and groundnut (Arachis hypogaea) ,50,0,0,0,foodSearch.php?num=1918&ak=detail
1843,"Dates, Khalas (Rutab, soft early ripened) (90 g),  eaten with full-fat plain yoghurt (125 g)",37,215,50,19,foodSearch.php?num=1919&ak=detail
1844,"Dates, Khalas (Tamer, dark brown commercial) (60 g), eaten with full-fat plain yoghurt (125 g) ",29,185,50,15,foodSearch.php?num=1920&ak=detail
1845,Hummus (chickpea salad dip),6,30,5,0,foodSearch.php?num=1921&ak=detail
1846,"Lebanese bread (white, unleaved), hummus,  falafel and tabbouleh",86,120,45,39,foodSearch.php?num=1922&ak=detail
1847,Stuffed grapevine leaves (rice and lamb stuffing  with tomato sauce),30,100,15,4,foodSearch.php?num=1923&ak=detail
1848,"Broken rice, white, cooked in rice cooker (Lion foods, Bangkok, Thailand)",86,150,43,37,foodSearch.php?num=1924&ak=detail
1849,"Butter rice, warm white rice and butter ",79,150,51,40,foodSearch.php?num=1925&ak=detail
1850,Curry rice,67,150,61,41,foodSearch.php?num=1926&ak=detail
1851,Curry rice with cheese ,55,150,49,27,foodSearch.php?num=1927&ak=detail
1852,"Glutaminous rice flour, instant, served warm with roasted ground soybean ",65,100,41,27,foodSearch.php?num=1928&ak=detail
1853,"Glutinous rice, white, cooked in rice cooker (Bangsue Chia Meng Rice Co., Bangkok, Thailand)",94,150,32,31,foodSearch.php?num=1929&ak=detail
1854,"Glutinous rice, type not specified (Esubi Shokuhin, Japan)",86,150,65,56,foodSearch.php?num=1930&ak=detail
1855,Glutinous rice ball with cut glutinous cake  (mochi) ,48,75,28,13,foodSearch.php?num=1931&ak=detail
1856,Glutinous rice cake with dried sea algae ,83,75,39,32,foodSearch.php?num=1932&ak=detail
1857,"Jasmine rice, white, cooked in rice cooker (Golden World Foods, Bangkok, Thailand)",109,150,42,46,foodSearch.php?num=1933&ak=detail
1858,Lotus root powder ,33,15,9,3,foodSearch.php?num=1934&ak=detail
1859,Low-protein white rice with dried sea algae ,70,150,60,42,foodSearch.php?num=1935&ak=detail
1860,"Mung bean noodles, dried, boiled ",39,180,45,18,foodSearch.php?num=1936&ak=detail
1861,"Non-glutaminous rice flour, served warm with drink (Yamato Nousan, Japan)",68,100,50,34,foodSearch.php?num=1937&ak=detail
1862,"Rice cracker, plain (Sakada, Japan)",91,30,25,23,foodSearch.php?num=1938&ak=detail
1863,"Rice gruel with dried algae (Satou Co Ltd., Japan)",81,250,19,15,foodSearch.php?num=1939&ak=detail
1864,"Rice noodles, dried, boiled (Thai World, Bangkok, Thailand)",61,180,39,23,foodSearch.php?num=1940&ak=detail
1865,"Rice noodles, fresh, boiled (Sydney, NSW, Australia)",40,180,39,15,foodSearch.php?num=1941&ak=detail
1866,"Roasted rice ball (Satou Co Ltd., Japan)",77,75,27,21,foodSearch.php?num=1942&ak=detail
1867,"Salted rice ball (Satou Co Ltd., Japan)",80,75,26,21,foodSearch.php?num=1943&ak=detail
1868,"Soba noodles, instant, reheated in hot water, served with soup ",46,180,49,22,foodSearch.php?num=1944&ak=detail
1869,"Sushi, salmon ('I Love Sushi', Sydney, Australia)",48,100,36,17,foodSearch.php?num=1945&ak=detail
1870,"Sushi, roasted sea algae, vinegar and rice",55,100,37,20,foodSearch.php?num=1946&ak=detail
1871,"Udon noodles, fresh, reheated (Fantastic brand, Windsor Gardens, SA, Australia)",62,180,48,30,foodSearch.php?num=1947&ak=detail
1872,"Udon noodles, instant, with sauce and fried  bean curd (Nishin Shokuhin, Japan)",48,180,47,23,foodSearch.php?num=1948&ak=detail
1873,"White rice, dried sea algae and milk, eaten together ",57,300,47,27,foodSearch.php?num=1949&ak=detail
1874,"White rice, dried sea algae and milk (milk eaten before rice)",56,300,47,26,foodSearch.php?num=1950&ak=detail
1875,"White rice, dried sea algae and milk (milk eaten after rice)",55,300,47,26,foodSearch.php?num=1951&ak=detail
1876,White rice with dried fish strip (okaka),79,150,50,40,foodSearch.php?num=1952&ak=detail
1877,White rice with fermented soybean (natto) ,56,150,43,24,foodSearch.php?num=1953&ak=detail
1878,White rice with instant miso soup (soybean paste soup) ,61,150,47,29,foodSearch.php?num=1954&ak=detail
1879,White rice with low-fat milk ,69,300,47,32,foodSearch.php?num=1955&ak=detail
1880,White rice and non-sugar yoghurt (yoghurt eaten before rice)  ,59,150,32,19,foodSearch.php?num=1956&ak=detail
1881,White rice and non-sugar yoghurt eaten together ,58,150,32,19,foodSearch.php?num=1957&ak=detail
1882,White rice with pickled vinegar and cucumber  (pickled food eaten before rice) ,63,150,43,27,foodSearch.php?num=1958&ak=detail
1883,White rice with pickled vinegar and cucumber  (pickled food eaten with rice) ,61,150,43,26,foodSearch.php?num=1959&ak=detail
1884,White rice topped with raw egg and soy sauce ,72,150,36,26,foodSearch.php?num=1960&ak=detail
1885,White rice with roasted ground soybean ,56,150,51,29,foodSearch.php?num=1961&ak=detail
1886,White rice with salted dried plum (umeboshi) ,80,150,49,39,foodSearch.php?num=1962&ak=detail
1887,White rice with sea algae rolled in sheet of toasted  sea algae ,77,150,51,39,foodSearch.php?num=1963&ak=detail
1888,"Bajra (Penniseteum typhoideum), eaten as  roasted bread made from bajra flour",49,75,50,25,foodSearch.php?num=1964&ak=detail
1889,"Banana, (Musa sapientum), Nendra variety,  unripe, steamed 1 h",70,120,45,31,foodSearch.php?num=1965&ak=detail
1890,Barley (Hordeum vulgare),48,150,37,16,foodSearch.php?num=1966&ak=detail
1891,"Bengal gram dhal, chickpea",11,150,36,4,foodSearch.php?num=1967&ak=detail
1892,"Black gram, (Phaseolus mungo), soaked 12 h,  stored moist 24 h, steamed 1 h",43,150,18,8,foodSearch.php?num=1968&ak=detail
1893,"Chapatti, bajra",49,0,0,0,foodSearch.php?num=1969&ak=detail
1894,"Chapatti, barley",48,0,0,0,foodSearch.php?num=1970&ak=detail
1895,"Chapatti, maize (Zea mays) ",59,0,0,0,foodSearch.php?num=1971&ak=detail
1896,"Chapatti, flour from malted wheat, moth bean (Phaseolus aconitifolius) and bengal gram (Cicer arietinum)",66,60,38,25,foodSearch.php?num=1972&ak=detail
1897,"Chapatti, flour made from popped wheat, moth bean and bengal gram",40,60,36,14,foodSearch.php?num=1973&ak=detail
1898,"Chapatti, flour from roller dried wheat, moth bean  and bengal gram",60,60,38,23,foodSearch.php?num=1974&ak=detail
1899,"Chapatti, wheat flour, thin, with green gram  (Phaseolus aureus) dhal",44,200,50,22,foodSearch.php?num=1975&ak=detail
1900,"Cheela (thin savoury pancake made from legume  flour batter), bengal gram (Cicer arietinum)",42,150,28,12,foodSearch.php?num=1976&ak=detail
1901,"Cheela (thin savoury pancake made from legume  flour batter), bengal gram (Cicer arietinum), fermented batter ",36,150,28,10,foodSearch.php?num=1977&ak=detail
1902,"Cheela (thin savoury pancake made from legume  flour batter), green gram (Phaseolus aureus) ",45,150,26,12,foodSearch.php?num=1978&ak=detail
1903,"Cheela (thin savoury pancake made from legume  flour batter), green gram (Phaseolus aureus), fermented batter",38,150,26,10,foodSearch.php?num=1979&ak=detail
1904,"Dosai (parboiled and raw rice, soaked, ground,  fermented and fried) with chutney",55,150,39,22,foodSearch.php?num=1980&ak=detail
1905,"Green gram, (Phaseolus aureus), soaked 12 h, stored moist 24 h, steamed 1 h",38,150,17,6,foodSearch.php?num=1981&ak=detail
1906,"Horse gram, (Dolichos biflorus) soaked 12 h, stored moist 24 h, steamed 1 h",51,150,29,15,foodSearch.php?num=1982&ak=detail
1907,"Idli (parboiled and raw rice with black dhal, soaked, ground, fermented, steamed) with chutney ",60,250,52,31,foodSearch.php?num=1983&ak=detail
1908,Lentil and cauliflower curry with rice ,60,360,51,31,foodSearch.php?num=1984&ak=detail
1909,"Millet/Ragi, (Eleucine coracana), dehusked, soaked 12 h, stored moist 24 h, steamed 1 h",68,150,34,23,foodSearch.php?num=1985&ak=detail
1910,"Pongal (rice and roasted green gram dhal, pressure cooked) ",45,250,52,35,foodSearch.php?num=1986&ak=detail
1911,Poori (deep-fried wheat flour dough) with  potato palya (mashed potato),57,150,41,28,foodSearch.php?num=1987&ak=detail
