,Food Name,Food Manufacturer,GI,Standard Serve Size,Carbohydrate per Serve,Glycemic Load,Country,Product Category,Year of Test,SEM,Time Period of Test,Number of Subjects in Test,Type of Subjects in Test,Source
1397,"Pure-protein™ cookies, Coconut",,42,55,9,4,USA,Meal Replacement and Weight Management Products,0,5,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1398,"Pure-protein™ cookies, Peanut butter",,37,55,9,3,USA,Meal Replacement and Weight Management Products,0,7,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1399,"Beef and ale casserole, convenience meal","Finest, UK",53,300,15,8,UK,Mixed Meals and Convenience Foods,2005,12,2h,8,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1400,"Berrynice Yoghurt Crunch (low fat yoghurt, honey toasted oats, strawberries and blueberries), convenience meal","McDonald's Australia Ltd, Australia",43,216,36,15,Australia,Mixed Meals and Convenience Foods,,5,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1401,"Fillet-O-Fish™ burger (fish patty, cheese and tartare sauce on a burger bun)","McDonald's Australia Ltd, Australia",66,128,30,20,Australia,Mixed Meals and Convenience Foods,,10,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1402,"Hamburger (beef patty, ketchup, pickle, onion and mustard on a burger bun)","McDonald's Australia Ltd, Australia",66,95,25,17,Australia,Mixed Meals and Convenience Foods,,8,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1403,"Lean beef burger (lean beef patty, tomato, mixed lettuce, cheese, onion and sauce on a burger bun)","McDonald's Australia Ltd, Australia",66,164,26,17,Australia,Mixed Meals and Convenience Foods,,4,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1404,"McChicken™ burger (chicken patty, lettuce, mayonnaise on a burger bun)","McDonald's Australia Ltd, Australia",66,186,40,26,Australia,Mixed Meals and Convenience Foods,,3,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1405,"Vege Burger (vegetable patty, lettuce, tomato and sweet chilli sauce on a burger bun) ",,59,100,24,14,Australia,Mixed Meals and Convenience Foods,0,8,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1406,"Cannelloni, spinach and ricotta ",,15,300,54,8,UK,Mixed Meals and Convenience Foods,0,4,2h,8,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1407,"Chicken korma and peshwari rice, prepared meal","Finest, UK",44,300,48,21,UK,Mixed Meals and Convenience Foods,2005,6,2h,8,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1408,"Chicken korma and rice, convenience meal","Healthy Living, UK",45,300,48,21,UK,Mixed Meals and Convenience Foods,2005,9,2h,8,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1409,"Chicken nuggets, frozen, reheated in microwave oven 5 min","Savings, Grocery Holdings, Australia",46,100,16,7,Australia,Mixed Meals and Convenience Foods,,4,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1410,Chicken McNuggets™ consumed with sweet Thai chilli sauce,"McDonald's Australia Ltd, Australia",55,100,21,12,Australia,Mixed Meals and Convenience Foods,,6,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1411,"Chicken tikka masala and rice, convenience meal","Healthy Living, UK",34,300,60,21,UK,Mixed Meals and Convenience Foods,2005,7,2h,8,Normal,"Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1412,"Chilli beef noodles, prepared convenience meal","Finest, UK",42,300,46,19,UK,Mixed Meals and Convenience Foods,2005,4,2h,8,Normal,"Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1413,"Chilli con carne, made from haricot beans ",,34,300,36,12,Australia,Mixed Meals and Convenience Foods,0,9,2h,,Normal,"Brand JC, Foster KAF, Crossman S, Truswell AS.  The glycaemic and insulin indices of realistic meals and rye breads tested in healthy subjects.  Diab Nutr Metab 1990; 3: 137-42."
1414,"Chow mein, chicken, convenience meal","Healthy Living, UK",55,300,23,13,UK,Mixed Meals and Convenience Foods,2005,7,2h,8,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1415,"Chow mein, chicken, convenience meal","Serves One, UK",47,300,38,18,UK,Mixed Meals and Convenience Foods,2005,7,2h,8,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1416,"Continental™ Wholegrain Pasta & Sauce, Cheesy, prepared with water, reduced-fat milk & margarine","Unilever Australiasia, Australia",37,200,22,8,Australia,Mixed Meals and Convenience Foods,,5,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1417,"Continental™ Wholegrain Pasta & Sauce, Creamy Carbonara, prepared with water, reduced-fat milk & margarine","Unilever Australiasia, Australia",39,200,23,9,Australia,Mixed Meals and Convenience Foods,,4,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1418,"Continental™ Wholegrain Pasta &  Sauce, Creamy Sun-dried Tomato, prepared with water, reduced-fat milk & margarine","Unilever Australiasia, Australia",43,200,23,10,Australia,Mixed Meals and Convenience Foods,,6,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1419,"Continental™ Wholegrain Pasta & Sauce, Parmesan and Cracked Pepper,  prepared with water, reduced-fat milk and margarine","Unilever Australiasia, Australia",33,200,20,7,Australia,Mixed Meals and Convenience Foods,,5,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1420,Cottage pie ,,65,300,34,22,UK,Mixed Meals and Convenience Foods,0,8,2h,10,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1421,Cumberland fish pie ,,40,300,31,12,UK,Mixed Meals and Convenience Foods,0,5,2h,8,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1422,Cumberland pie ,,29,300,37,11,UK,Mixed Meals and Convenience Foods,0,6,2h,8,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1423,"Dates, Khalas (Rutab, soft early ripened) (90 g), eaten with full-fat plain yoghurt (125 g)",,37,215,50,19,United Arab Emirates,Fruit and Fruit products,0,5,2h,9,Normal,"Miller CJ, Dunn EV, Hashim IB. The glycaemic index of dates and date/yoghurt mixed meals.  Are dates 'the candy that grows on trees'?  Euro J Clin Nutr 2003; 57: 427-30."
1424,"Dates, Khalas (Tamer, dark brown commercial) (60 g), eaten with full-fat plain yoghurt (125 g) ",,29,185,50,15,United Arab Emirates,Fruit and Fruit products,0,4,2h,8,Normal,"Miller CJ, Dunn EV, Hashim IB. The glycaemic index of dates and date/yoghurt mixed meals.  Are dates 'the candy that grows on trees'?  Euro J Clin Nutr 2003; 57: 427-30."
1425,"Dumpling, containing meat and shallots ",,28,100,21,6,China,Mixed Meals and Convenience Foods,0,3,2h,10,Normal,"Yang YX, Wang HW, Cui HM, Wang Y, Y LD, Xiang SX, Zhou SY. Glycemic index of cereals and tubers produced in China. World J Gastroenterol 2006; 12(21): 3430-3."
1426,"Fajitas, chicken ",,42,300,42,18,UK,Mixed Meals and Convenience Foods,0,14,2h,8,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1427,"Greek lentil stew with a bread roll, home made",,40,360,37,15,Australia,Mixed Meals and Convenience Foods,0,5,2h,8,Normal,"Chew I, Brand JC, Thorburn AW, Truswell AS. Application of glycemic index to mixed meals.  Am J Clin Nutr 1988; 47: 53-6."
1428,"Instant mashed potato, eaten with 62 g cheese and 16 g butter ","McCain Foods, USA",66,100,34,22,USA,Mixed Meals and Convenience Foods,2006,,4h,15,Normal," Jenkins DJA, Kendall CWC, Josse AR, Salvatore S, Brighenti F, Augustin LSA, Ellis PR, Vidgen E, Venket Rao A. Almonds decrease postprandial glycemia, insulinemia and oxidative damage in healthy individuals.  J Nutr 2006; 136(12): 2987-92."
1429,"Kidney beans, (canned) with bacon and tomatoes",,36,250,33,12,Australia,Legumes and Nuts,0,8,2h,8,Normal,"Brand JC, Foster KAF, Crossman S, Truswell AS.  The glycaemic and insulin indices of realistic meals and rye breads tested in healthy subjects.  Diab Nutr Metab 1990; 3: 137-42."
1430,"Kidney beans, cooked from dried beans, with bacon and tomatoes",,21,250,35,7,Australia,Legumes and Nuts,1990,9,2h,8,Normal,"Brand JC, Foster KAF, Crossman S, Truswell AS.  The glycaemic and insulin indices of realistic meals and rye breads tested in healthy subjects.  Diab Nutr Metab 1990; 3: 137-42."
1431,"Lamb moussaka, prepared convenience meal","Finest, UK",35,300,27,10,UK,Mixed Meals and Convenience Foods,2005,8,2h,10,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1432,"Lasagne, beef",,47,300,35,17,UK,Mixed Meals and Convenience Foods,0,7,2h,10,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1433,"Lasagne, meat","Healthy Living, UK",28,300,38,11,UK,Mixed Meals and Convenience Foods,2005,4,2h,8,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1434,"Lasagne, type not specified","Finest, UK",34,300,31,10,UK,Mixed Meals and Convenience Foods,2005,8,2h,10,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1435,"Lasagne, type not specified",,25,300,30,8,UK,Mixed Meals and Convenience Foods,0,5,2h,8,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1436,"Lasagne, vegetarian ",,20,300,48,10,UK,Mixed Meals and Convenience Foods,0,6,2h,8,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1437,Lentil and cauliflower cury with rice ,,60,300,42,25,Australia,Mixed Meals and Convenience Foods,0,10,2h,8,Normal,"Chew I, Brand JC, Thorburn AW, Truswell AS. Application of glycemic index to mixed meals.  Am J Clin Nutr 1988; 47: 53-6."
1438,Lentil and cheese pie,,25,300,42,11,Australia,Mixed Meals and Convenience Foods,0,8,2h,8,Normal,"Brand JC, Foster KAF, Crossman S, Truswell AS.  The glycaemic and insulin indices of realistic meals and rye breads tested in healthy subjects.  Diab Nutr Metab 1990; 3: 137-42."
1439,"Lentils and vegetables, steamed for 10 min then boiled for 10 min consumed with an orange",,35,200,21,7,Chile,Mixed Meals and Convenience Foods,0,,2h,10,Normal,"Araya H, Pak N, Vera G, Alviña M.  Digestion rate of legume carbohydrates and glycemic index of legume-based meals.  Int J Food Sci and Nutr 2003; 54: 119-26."
1440,Mushroom stroganoff with rice ,,26,300,43,11,UK,Mixed Meals and Convenience Foods,0,6,2h,8,Normal," Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30."
1441,Parboiled rice consumed with 68 g cheese and 14 g butter ,"Uncle Ben's, Mars, USA",27,100,36,10,USA,Mixed Meals and Convenience Foods,2006,,4h,15,Normal," Jenkins DJA, Kendall CWC, Josse AR, Salvatore S, Brighenti F, Augustin LSA, Ellis PR, Vidgen E, Venket Rao A. Almonds decrease postprandial glycemia, insulinemia and oxidative damage in healthy individuals.  J Nutr 2006; 136(12): 2987-92."
1442,"Spaghetti, beans & vegetables steamed for 25 min, consumed with an orange ",,54,200,22,12,Chile,Mixed Meals and Convenience Foods,0,,2h,10,Normal,"Araya H, Pak N, Vera G, Alviña M.  Digestion rate of legume carbohydrates and glycemic index of legume-based meals.  Int J Food Sci and Nutr 2003; 54: 119-26."
1443,"Pies, beef, party size","Farmland, Grocery Holdings, Australia",45,100,27,12,Australia,Mixed Meals and Convenience Foods,,6,2h,9,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1444,"Pizza, Super Supreme, pan (11.4% fat)","Pizza Hut, Australia",36,100,24,9,Australia,Mixed Meals and Convenience Foods,,6,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1445,"Pizza, Super Supreme, thin and crispy (13.2% fat)","Pizza Hut, Australia",30,100,22,7,Australia,Mixed Meals and Convenience Foods,,4,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1446,"Pizza, Vegetarian Supreme, thin and crispy (7.8% fat)","Pizza Hut, Australia",49,100,25,12,Australia,Mixed Meals and Convenience Foods,,6,2h,10,Normal,"Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007."
1447,"Stone Baked Whole Wheat Pizza - Vegetable, Pesto and Feta Cheese, President's Choice® Blue Menu™","Loblaw Brands Limited, Canada",54,100,21,11,Canada,Mixed Meals and Convenience Foods,2007,4,2h,10,Normal,"Glycemic Index Laboratories, Inc. (Toronto, Canada), unpublished observations, 2004-2007."
1448,"Potato, Estima (50 g), microwaved 6 min then baked 10 min, served with baked beans (89 g) ",,62,139,37,23,UK,Mixed Meals and Convenience Foods,0,6,2h,10,Normal,"Henry CJK, Lightowler HJ, Kendall FL, Storey M. The impact of the addition of toppings/fillings on the glycaemic response to commonly consumed carbohydrate foods.  Eur J Clin Nutr 2006; 60: 763-9."
